DATE,PRCP,SNOW,SNWD,TMAX,TMIN
2008-01-01,0.0,0.0,483.0,-13.3,-33.3
2008-01-02,0.0,0.0,457.0,-12.8,-27.8
2008-01-03,0.0,0.0,457.0,-12.2,-28.9
2008-01-04,0.0,0.0,432.0,-6.7,-21.7
2008-01-05,14.2,178.0,584.0,-0.6,-8.9
2008-01-06,6.9,86.0,635.0,-6.7,-21.1
2008-01-07,0.8,13.0,610.0,-6.7,-28.3
2008-01-08,3.6,114.0,686.0,-13.3,-28.9
2008-01-09,4.1,81.0,711.0,-5.6,-14.4
2008-01-10,0.8,30.0,711.0,-6.7,-27.8
2008-01-11,10.7,185.0,838.0,-1.7,-11.7
2008-01-12,0.0,0.0,787.0,-4.4,-20.6
2008-01-13,0.0,0.0,737.0,-2.8,-18.3
2008-01-14,0.0,0.0,686.0,-6.1,-25.6
2008-01-15,0.5,10.0,660.0,-6.1,-21.7
2008-01-16,0.0,0.0,660.0,-13.3,-32.8
2008-01-17,0.0,0.0,635.0,-10.6,-17.2
2008-01-18,0.0,0.0,,,
2008-01-19,,,,,
2008-01-20,,,,,
2008-01-21,,,,,
2008-01-22,,,,,
2008-01-23,,,,,
2008-01-24,,,,,
2008-01-25,,,,,
2008-01-26,,,,,
2008-01-27,,,,,
2008-01-28,,,,,
2008-01-29,,,711.0,,
2008-01-30,2.8,30.0,711.0,-7.8,-14.4
2008-01-31,4.3,38.0,737.0,-8.9,-19.4
2008-02-01,10.2,130.0,838.0,-5.6,-13.3
2008-02-02,1.5,18.0,838.0,-8.9,-21.1
2008-02-03,6.4,79.0,914.0,-8.9,-17.2
2008-02-04,0.5,10.0,889.0,-6.1,-13.9
2008-02-05,0.0,0.0,838.0,-8.3,-28.3
2008-02-06,0.0,0.0,787.0,-7.2,-15.0
2008-02-07,,,,,
2008-02-08,,,991.0,,
2008-02-09,,,991.0,1.1,-6.7
2008-02-10,0.0,0.0,940.0,3.3,-6.7
2008-02-11,1.8,0.0,914.0,0.0,-7.2
2008-02-12,0.0,0.0,889.0,1.7,-7.2
2008-02-13,5.3,58.0,914.0,0.0,-7.2
2008-02-14,0.0,0.0,889.0,-0.6,-16.1
2008-02-15,0.0,0.0,889.0,-3.9,-24.4
2008-02-16,1.8,33.0,914.0,-2.8,-22.2
2008-02-17,0.0,0.0,889.0,-4.4,-17.2
2008-02-18,0.0,0.0,864.0,-1.7,-22.2
2008-02-19,0.0,0.0,864.0,-3.3,-23.9
2008-02-20,0.0,0.0,864.0,-5.6,-25.6
2008-02-21,0.0,0.0,838.0,0.6,-21.1
2008-02-22,0.0,0.0,838.0,-1.7,-22.8
2008-02-23,0.0,0.0,838.0,1.1,-16.1
2008-02-24,8.4,127.0,965.0,-1.7,-15.0
2008-02-25,1.3,20.0,965.0,2.2,-11.7
2008-02-26,0.0,0.0,940.0,0.6,-17.8
2008-02-27,0.0,0.0,914.0,6.1,-17.8
2008-02-28,0.0,0.0,889.0,3.3,-8.9
2008-02-29,0.0,0.0,889.0,3.9,-18.9
2008-03-01,2.5,51.0,914.0,-1.1,-18.3
2008-03-02,0.0,0.0,914.0,-2.8,-10.6
2008-03-03,0.0,0.0,889.0,-1.7,-27.2
2008-03-04,3.0,51.0,914.0,-2.8,-8.3
2008-03-05,0.0,0.0,889.0,-3.3,-27.2
2008-03-06,0.0,0.0,889.0,-2.2,-26.1
2008-03-07,0.0,0.0,864.0,3.3,-20.0
2008-03-08,0.0,0.0,838.0,1.7,-13.9
2008-03-09,0.0,0.0,838.0,2.8,-22.2
2008-03-10,0.0,0.0,838.0,6.1,-22.2
2008-03-11,0.0,0.0,813.0,5.6,-17.8
2008-03-12,0.0,0.0,813.0,4.4,-7.2
2008-03-13,4.3,89.0,889.0,1.7,-12.2
2008-03-14,1.8,38.0,914.0,-0.6,-8.3
2008-03-15,0.0,0.0,889.0,0.6,-13.9
2008-03-16,0.0,0.0,889.0,1.7,-20.0
2008-03-17,0.0,0.0,,,-22.8
2008-03-18,0.5,13.0,838.0,3.9,-22.8
2008-03-19,4.3,64.0,838.0,8.3,-4.4
2008-03-20,3.0,51.0,864.0,3.3,-3.3
2008-03-21,4.1,58.0,889.0,1.1,-6.1
2008-03-22,0.8,8.0,889.0,-1.1,-23.9
2008-03-23,0.0,0.0,889.0,2.8,-25.0
2008-03-24,3.6,38.0,914.0,6.7,-12.8
2008-03-25,13.0,127.0,965.0,3.3,-1.1
2008-03-26,8.6,89.0,1016.0,3.9,-2.8
2008-03-27,2.3,25.0,991.0,-2.8,-10.6
2008-03-28,0.5,8.0,991.0,-2.2,-26.1
2008-03-29,4.8,76.0,991.0,-3.3,-7.2
2008-03-30,1.8,25.0,991.0,-1.7,-18.9
2008-03-31,1.8,25.0,1016.0,-3.9,-12.2
2008-04-01,0.0,0.0,991.0,-1.7,-26.7
2008-04-02,0.0,0.0,991.0,4.4,-23.3
2008-04-03,0.0,0.0,991.0,1.7,-16.7
2008-04-04,0.0,0.0,965.0,5.0,-19.4
2008-04-05,4.3,66.0,991.0,3.3,-5.6
2008-04-06,0.0,0.0,991.0,1.1,-22.2
2008-04-07,0.8,13.0,991.0,1.1,-8.9
2008-04-08,0.0,0.0,965.0,3.3,-18.3
2008-04-09,0.0,0.0,965.0,5.6,-13.3
2008-04-10,0.0,0.0,940.0,1.7,-5.6
2008-04-11,0.0,0.0,940.0,1.7,-12.8
2008-04-12,0.0,0.0,940.0,5.6,-15.0
2008-04-13,0.0,0.0,889.0,11.1,-10.6
2008-04-14,0.0,0.0,813.0,15.6,-9.4
2008-04-15,0.0,0.0,813.0,3.3,-5.0
2008-04-16,0.0,0.0,787.0,0.6,-10.6
