DATE,PRCP,SNOW,SNWD,TMAX,TMIN
2009-01-01,0.0,0.0,762.0,8.9,-8.3
2009-01-02,0.0,0.0,737.0,5.6,-7.2
2009-01-03,3.3,76.0,787.0,-2.2,-7.2
2009-01-04,2.5,76.0,838.0,-3.9,-9.4
2009-01-05,0.0,0.0,838.0,-2.8,-10.6
2009-01-06,0.0,0.0,813.0,0.0,-17.2
2009-01-07,0.0,0.0,813.0,8.3,
2009-01-08,0.0,0.0,787.0,7.8,-6.7
2009-01-09,0.0,0.0,762.0,2.8,-7.2
2009-01-10,0.0,0.0,762.0,3.3,-8.3
2009-01-11,0.0,0.0,737.0,6.7,-2.8
2009-01-12,0.0,0.0,711.0,7.2,-3.3
2009-01-13,0.0,0.0,660.0,9.4,-8.3
2009-01-14,0.0,0.0,635.0,7.8,-4.4
2009-01-15,0.0,0.0,635.0,5.6,-8.3
2009-01-16,0.0,0.0,610.0,6.7,-8.3
2009-01-17,0.0,0.0,610.0,7.2,-8.9
2009-01-18,0.0,0.0,610.0,7.2,-6.7
2009-01-19,0.0,0.0,610.0,6.1,-5.0
2009-01-20,0.0,0.0,610.0,7.8,-3.3
2009-01-21,0.0,0.0,610.0,10.0,-4.4
2009-01-22,13.2,0.0,610.0,7.8,-0.6
2009-01-23,25.7,0.0,559.0,3.9,0.6
2009-01-24,8.9,0.0,533.0,3.9,1.1
2009-01-25,1.0,0.0,508.0,3.3,-2.2
2009-01-26,0.0,51.0,559.0,0.0,-8.3
2009-01-27,0.0,25.0,559.0,-6.7,-13.3
2009-01-28,0.0,0.0,508.0,0.6,-10.0
2009-01-29,0.0,0.0,457.0,3.3,-8.9
2009-01-30,0.0,0.0,406.0,6.1,-11.1
2009-01-31,0.0,0.0,406.0,7.2,-9.4
2009-02-01,0.0,0.0,406.0,5.0,-5.6
2009-02-02,0.0,0.0,406.0,6.7,-10.0
2009-02-03,0.0,0.0,406.0,6.7,-7.8
2009-02-04,0.0,0.0,406.0,7.8,-3.3
2009-02-05,0.0,0.0,381.0,7.8,-2.8
2009-02-06,1.0,0.0,381.0,6.1,-2.8
2009-02-07,,,,,
2009-02-08,,,,,
2009-02-09,,,864.0,-7.8,-11.1
2009-02-10,4.1,102.0,965.0,-3.9,-11.1
2009-02-11,0.0,0.0,,,
2009-02-12,0.0,0.0,864.0,-3.9,-15.0
2009-02-13,1.0,76.0,940.0,-3.3,-15.0
2009-02-14,0.5,51.0,965.0,-3.3,-10.6
2009-02-15,0.0,0.0,940.0,0.6,-17.8
2009-02-16,0.0,0.0,889.0,1.7,-4.4
2009-02-17,8.1,51.0,914.0,-0.6,-7.8
2009-02-18,0.0,0.0,889.0,2.8,-17.2
2009-02-19,0.0,0.0,864.0,8.9,-13.3
2009-02-20,0.0,0.0,864.0,9.4,-9.4
2009-02-21,0.0,0.0,,,
2009-02-22,0.0,0.0,838.0,7.2,-2.8
2009-02-23,0.0,0.0,762.0,7.2,2.2
2009-02-24,0.0,0.0,711.0,10.0,0.0
2009-02-25,0.0,0.0,660.0,8.9,-4.4
2009-02-26,0.0,0.0,660.0,6.7,-3.3
2009-02-27,0.0,0.0,,,
2009-02-28,0.0,0.0,610.0,8.9,-8.9
2009-03-01,0.0,0.0,610.0,13.3,-5.0
2009-03-02,0.0,0.0,584.0,13.3,-3.9
2009-03-03,0.0,0.0,533.0,11.7,4.4
2009-03-04,0.0,0.0,533.0,4.4,1.7
2009-03-05,0.0,0.0,508.0,6.7,-3.9
2009-03-06,0.0,0.0,508.0,5.0,-5.0
2009-03-07,6.6,102.0,559.0,0.6,-8.3
2009-03-08,0.0,0.0,,,
2009-03-09,0.0,0.0,,,
2009-03-10,0.0,0.0,406.0,5.6,-11.7
2009-03-11,0.0,0.0,,,
2009-03-12,0.0,0.0,406.0,4.4,-8.9
2009-03-13,0.0,0.0,406.0,,-3.9
2009-03-14,0.0,0.0,381.0,7.2,-10.0
2009-03-15,0.0,0.0,,,
2009-03-16,0.0,0.0,,,
2009-03-17,0.0,0.0,,,
2009-03-18,0.0,0.0,279.0,13.9,-4.4
2009-03-19,0.0,0.0,254.0,13.9,-2.2
2009-03-20,0.0,0.0,229.0,14.4,-1.7
2009-03-21,0.0,0.0,152.0,12.8,-1.7
2009-03-22,,,,,
2009-03-23,,76.0,178.0,8.9,-8.3
2009-03-24,0.0,0.0,152.0,5.0,-9.4
2009-03-25,0.0,0.0,,,
2009-03-26,0.0,0.0,127.0,7.8,-3.3
2009-03-27,0.0,0.0,127.0,3.3,-10.0
2009-03-28,0.0,0.0,102.0,,-4.4
2009-03-29,0.0,0.0,102.0,10.6,-1.1
2009-03-30,0.0,0.0,102.0,8.9,1.7
2009-03-31,0.0,0.0,76.0,7.2,-8.3
2009-04-01,,,,,
2009-04-02,,,,,
2009-04-03,,,,,
2009-04-04,,,,,
2009-04-05,,,,,
2009-04-06,,,,,
2009-04-07,,,,,
2009-04-08,,,,,
2009-04-09,,,,,
2009-04-10,,,,,
2009-04-11,,,,,
2009-04-12,,,,,
2009-04-13,,,,,
2009-04-14,,,,,
2009-04-15,,,,,
2009-04-16,,,,,
2009-04-17,,,,,
2009-04-18,,,,,
2009-04-19,,,,,
2009-04-20,,,,,
2009-04-21,,,,,
2009-04-22,,,,,
2009-04-23,,,,,
2009-04-24,,,,,
2009-04-25,,,,,
2009-04-26,,,,,
2009-04-27,,,,,
2009-04-28,,,,,
2009-04-29,,,,,
2009-04-30,,,,,
2009-05-01,,0.0,,,
2009-05-02,,0.0,,,
2009-05-03,,0.0,,,
2009-05-04,,0.0,,,
2009-05-05,0.0,0.0,,18.9,2.2
2009-05-06,0.0,0.0,,22.2,8.3
2009-05-07,,0.0,,,
2009-05-08,,0.0,,,
2009-05-09,,0.0,,,
2009-05-10,,0.0,,,
2009-05-11,,0.0,,,
2009-05-12,,0.0,,,
2009-05-13,,0.0,,,
2009-05-14,,0.0,,,
2009-05-15,,0.0,,,
2009-05-16,,0.0,,,
2009-05-17,,0.0,,,
2009-05-18,0.0,0.0,,26.1,3.3
2009-05-19,,0.0,,,
2009-05-20,0.0,0.0,,21.1,4.4
2009-05-21,0.0,0.0,,20.0,7.8
2009-05-22,,0.0,,,
2009-05-23,0.3,0.0,,14.4,5.6
2009-05-24,2.8,0.0,,15.0,2.8
2009-05-25,,0.0,,,
2009-05-26,,0.0,,,
2009-05-27,,0.0,,,
2009-05-28,0.0,0.0,0.0,18.9,0.6
2009-05-29,0.0,0.0,0.0,17.8,5.6
2009-05-30,2.0,0.0,,18.3,1.1
2009-05-31,0.8,0.0,,16.1,0.0
2009-06-01,,,,,
2009-06-02,,,,,
2009-06-03,,,,,
2009-06-04,,,,,
2009-06-05,,,,,
2009-06-06,,,,,
2009-06-07,,,,,
2009-06-08,,,,,
2009-06-09,,,,,
2009-06-10,,,,,
2009-06-11,,,,,
2009-06-12,,,,,
2009-06-13,,,,,
2009-06-14,,,,,
2009-06-15,,,,,
2009-06-16,,,,,
2009-06-17,,,,,
2009-06-18,,,,,
2009-06-19,,,,,
2009-06-20,,,,,
2009-06-21,,,,,
2009-06-22,,,,,
2009-06-23,,,,,
2009-06-24,,,,,
2009-06-25,,,,,
2009-06-26,,,,,
2009-06-27,,,,,
2009-06-28,,,,,
2009-06-29,,,,,
2009-06-30,,,,,
2009-07-01,0.0,0.0,0.0,27.8,11.1
2009-07-02,1.3,0.0,0.0,23.3,12.8
2009-07-03,0.0,0.0,0.0,24.4,8.3
