DATE,PRCP,SNOW,SNWD,TMAX,TMIN
2002-01-01,2.5,,457.0,-6.9,-14.9
2002-01-02,2.5,,432.0,-1.7,-17.9
2002-01-03,0.0,,432.0,3.4,-6.2
2002-01-04,0.0,,432.0,-5.3,-13.6
2002-01-05,2.5,,457.0,-4.7,-14.0
2002-01-06,5.1,,483.0,-3.6,-9.8
2002-01-07,5.1,,457.0,1.1,-3.7
2002-01-08,0.0,,432.0,8.0,-1.1
2002-01-09,0.0,,432.0,2.2,-3.5
2002-01-10,7.6,,508.0,-0.4,-11.1
2002-01-11,0.0,,508.0,-2.3,-8.5
2002-01-12,0.0,,457.0,3.2,-7.2
2002-01-13,5.1,,508.0,-4.7,-14.5
2002-01-14,0.0,,508.0,1.0,-15.4
2002-01-15,2.5,,533.0,-0.5,-13.8
2002-01-16,2.5,,559.0,-5.2,-13.6
2002-01-17,0.0,,533.0,-6.3,-17.7
2002-01-18,0.0,,559.0,-9.5,-20.5
2002-01-19,5.1,,533.0,-2.2,-21.0
2002-01-20,0.0,,533.0,-10.7,-15.7
2002-01-21,0.0,,533.0,-0.6,-11.8
2002-01-22,2.5,,,0.1,-11.3
2002-01-23,0.0,,559.0,-10.5,-20.2
2002-01-24,2.5,,559.0,-3.6,-20.6
2002-01-25,0.0,,533.0,4.2,-9.6
2002-01-26,0.0,,508.0,5.4,-4.6
2002-01-27,0.0,,508.0,6.1,-6.1
2002-01-28,0.0,,508.0,-0.4,-7.0
2002-01-29,0.0,,559.0,-4.5,-16.1
2002-01-30,2.5,,559.0,-5.4,-20.6
2002-01-31,0.0,,559.0,-11.2,-22.4
2002-02-01,2.5,,533.0,-0.1,-16.0
2002-02-02,0.0,,533.0,0.2,-12.7
2002-02-03,0.0,,533.0,1.9,-11.7
2002-02-04,0.0,,533.0,-1.2,-17.3
2002-02-05,0.0,,533.0,-2.2,-21.7
2002-02-06,0.0,,533.0,4.6,-8.8
2002-02-07,0.0,,533.0,4.9,-10.4
2002-02-08,2.5,,584.0,-1.5,-15.5
2002-02-09,2.5,,584.0,-9.9,-18.6
2002-02-10,2.5,,559.0,0.2,-17.6
2002-02-11,0.0,,559.0,5.3,-8.9
2002-02-12,0.0,,559.0,-0.1,-14.1
2002-02-13,2.5,,559.0,3.5,-14.6
2002-02-14,0.0,,584.0,-3.3,-15.7
2002-02-15,0.0,,584.0,3.9,-15.4
2002-02-16,0.0,,559.0,8.0,-10.2
