DATE,PRCP,SNOW,SNWD,TMAX,TMIN
2001-01-01,0.0,,686.0,5.8,-4.2
2001-01-02,0.0,,686.0,6.4,-5.4
2001-01-03,0.0,,660.0,12.4,0.5
2001-01-04,0.0,,660.0,10.6,2.9
2001-01-05,0.0,,660.0,11.5,0.1
2001-01-06,0.0,,660.0,10.8,-2.1
2001-01-07,0.0,,686.0,7.8,-1.4
2001-01-08,0.0,,686.0,-0.8,-7.7
2001-01-09,0.0,,711.0,-0.8,-8.9
2001-01-10,30.5,,914.0,-1.7,-9.6
2001-01-11,12.7,,965.0,-5.4,-9.8
2001-01-12,0.0,,991.0,-0.8,-11.5
2001-01-13,0.0,,991.0,-4.3,-10.5
2001-01-14,0.0,,940.0,-1.9,-14.1
2001-01-15,0.0,,1041.0,-11.6,-15.2
2001-01-16,0.0,,965.0,-10.2,-17.0
2001-01-17,7.6,,965.0,-1.9,-17.6
2001-01-18,7.6,,940.0,6.3,-6.8
2001-01-19,0.0,,965.0,1.2,-9.0
2001-01-20,0.0,,991.0,4.5,-7.8
2001-01-21,5.1,,940.0,5.8,-3.7
2001-01-22,0.0,,940.0,4.3,-6.6
2001-01-23,0.0,,940.0,0.5,-6.5
2001-01-24,2.5,,1067.0,-4.4,-12.5
2001-01-25,30.5,,1270.0,-6.5,-13.0
2001-01-26,0.0,,1270.0,-4.5,-12.2
2001-01-27,0.0,,1295.0,-7.0,-13.1
2001-01-28,10.2,,1245.0,3.5,-13.8
2001-01-29,0.0,,1270.0,-4.0,-15.2
2001-01-30,0.0,,1219.0,-2.5,-16.0
2001-01-31,2.5,,1194.0,-0.2,-12.4
2001-02-01,7.6,,1168.0,6.8,-7.4
2001-02-02,2.5,,1143.0,3.6,-0.8
2001-02-03,0.0,,1092.0,8.4,0.0
2001-02-04,2.5,,1092.0,11.2,0.6
2001-02-05,0.0,,1092.0,7.5,-2.4
2001-02-06,0.0,,1067.0,-1.7,-14.0
2001-02-07,0.0,,1118.0,-10.9,-16.3
2001-02-08,2.5,,1118.0,-0.5,-16.6
2001-02-09,7.6,,1372.0,-7.3,-11.8
2001-02-10,25.4,,1626.0,-7.7,-13.4
2001-02-11,22.9,,1778.0,-8.9,-16.1
2001-02-12,5.1,,1702.0,-5.4,-17.9
2001-02-13,2.5,,1676.0,-8.0,-13.5
2001-02-14,0.0,,1600.0,-0.4,-15.1
2001-02-15,7.6,,1575.0,2.2,-10.8
