DATE,PRCP,SNOW,SNWD,TMAX,TMIN
2004-01-01,0.0,,610.0,-8.7,-11.8
2004-01-02,0.0,,610.0,-7.6,-15.4
2004-01-03,0.0,,635.0,-15.0,-24.8
2004-01-04,0.0,,635.0,-18.8,-25.3
2004-01-05,0.0,,610.0,-15.8,-24.0
2004-01-06,2.5,,610.0,-11.4,-20.2
2004-01-07,5.1,,635.0,-4.3,-11.6
2004-01-08,2.5,,635.0,-0.8,-5.9
2004-01-09,0.0,,635.0,1.7,-1.6
2004-01-10,0.0,,635.0,5.3,-2.8
2004-01-11,0.0,,635.0,1.1,-2.7
2004-01-12,2.5,,610.0,2.9,-3.2
2004-01-13,0.0,,635.0,2.4,-2.7
2004-01-14,2.5,,610.0,2.1,-0.2
2004-01-15,0.0,,610.0,0.8,-3.4
2004-01-16,0.0,,584.0,2.5,-4.4
2004-01-17,0.0,,584.0,-1.0,-4.0
2004-01-18,2.5,,635.0,-2.3,-4.9
2004-01-19,0.0,,635.0,0.8,-4.4
2004-01-20,0.0,,610.0,2.2,-6.2
2004-01-21,0.0,,610.0,1.5,-6.9
2004-01-22,0.0,,610.0,-0.6,-7.9
2004-01-23,2.5,,635.0,-0.9,-5.0
2004-01-24,2.5,,711.0,-3.5,-8.0
2004-01-25,0.0,,711.0,,
2004-01-26,2.5,,660.0,-4.1,-9.5
2004-01-27,0.0,,660.0,-0.7,-5.4
2004-01-28,0.0,,635.0,2.0,-5.6
2004-01-29,0.0,,660.0,1.3,-2.3
2004-01-30,0.0,,660.0,0.1,-8.7
2004-01-31,0.0,,660.0,-2.6,-10.5
2004-02-01,0.0,,660.0,-4.8,-9.7
2004-02-02,2.5,,686.0,-4.6,-8.7
2004-02-03,2.5,,711.0,-2.9,-6.9
2004-02-04,2.5,,737.0,-2.0,-9.0
2004-02-05,2.5,,711.0,-0.1,-9.5
2004-02-06,0.0,,711.0,-4.3,-7.0
2004-02-07,0.0,,711.0,3.5,-7.7
2004-02-08,0.0,,711.0,-1.0,-7.9
2004-02-09,2.5,,711.0,4.4,-4.2
2004-02-10,0.0,,686.0,5.2,-3.6
2004-02-11,0.0,,686.0,2.2,-6.9
2004-02-12,0.0,,686.0,2.2,-7.1
2004-02-13,0.0,,686.0,2.8,-4.7
2004-02-14,2.5,,711.0,-1.6,-6.3
2004-02-15,0.0,,711.0,-0.5,-6.2
2004-02-16,12.7,,813.0,-3.5,-5.5
2004-02-17,10.2,,864.0,-1.2,-5.4
2004-02-18,2.5,,889.0,3.0,-5.3
2004-02-19,0.0,,864.0,4.1,-5.9
2004-02-20,2.5,,864.0,3.4,-5.9
2004-02-21,0.0,,838.0,4.0,-5.8
2004-02-22,0.0,,838.0,4.4,-5.5
2004-02-23,5.1,,813.0,6.3,-2.0
2004-02-24,7.6,,889.0,-1.4,-3.0
2004-02-25,12.7,,1041.0,-2.3,-5.1
2004-02-26,5.1,,1016.0,0.1,-2.5
2004-02-27,0.0,,1016.0,-0.1,-5.0
2004-02-28,0.0,,991.0,3.1,-5.0
2004-02-29,0.0,,991.0,0.0,-5.3
2004-03-01,2.5,,991.0,2.5,-6.0
2004-03-02,0.0,,965.0,1.1,-8.7
2004-03-03,10.2,,1041.0,-4.5,-7.4
2004-03-04,2.5,,1016.0,4.3,-7.7
2004-03-05,2.5,,1041.0,-3.5,-9.8
2004-03-06,2.5,,1016.0,1.0,-10.8
2004-03-07,2.5,,991.0,3.6,-4.6
2004-03-08,5.1,,940.0,13.0,2.9
2004-03-09,0.0,,914.0,10.7,-1.2
2004-03-10,0.0,,914.0,8.5,-4.4
2004-03-11,0.0,,914.0,8.1,-1.6
2004-03-12,0.0,,914.0,9.8,-3.7
2004-03-13,0.0,,914.0,6.2,-5.3
2004-03-14,0.0,,889.0,9.6,-2.9
2004-03-15,0.0,,889.0,4.5,-2.1
2004-03-16,0.0,,889.0,9.9,-2.5
2004-03-17,0.0,,864.0,9.1,-1.0
2004-03-18,0.0,,864.0,4.7,-8.1
2004-03-19,0.0,,864.0,3.9,-9.1
2004-03-20,0.0,,864.0,5.9,-6.3
2004-03-21,0.0,,813.0,12.4,1.1
2004-03-22,0.0,,813.0,13.7,3.3
2004-03-23,0.0,,787.0,10.0,-0.7
2004-03-24,2.5,,813.0,3.6,-5.5
2004-03-25,12.7,,838.0,4.8,-5.5
2004-03-26,12.7,,991.0,-0.2,-4.3
2004-03-27,5.1,,940.0,4.5,-4.4
2004-03-28,2.5,,914.0,8.0,-4.3
2004-03-29,0.0,,864.0,13.0,1.3
2004-03-30,5.1,,813.0,11.9,-3.2
2004-03-31,0.0,,838.0,0.2,-5.5
2004-04-01,0.0,,813.0,7.4,-5.1
2004-04-02,2.5,,787.0,12.2,-2.1
2004-04-03,0.0,,787.0,11.4,3.0
2004-04-04,0.0,,762.0,12.5,3.5
2004-04-05,0.0,,737.0,12.0,3.0
2004-04-06,0.0,,711.0,15.5,3.3
2004-04-07,0.0,,660.0,14.1,3.8
2004-04-08,0.0,,635.0,9.6,-0.4
2004-04-09,0.0,,610.0,13.0,0.2
2004-04-10,0.0,,559.0,13.7,2.1
2004-04-11,0.0,,533.0,14.9,3.4
2004-04-12,0.0,,483.0,16.5,5.2
2004-04-13,2.5,,457.0,12.4,-0.2
2004-04-14,2.5,,483.0,2.0,-2.3
2004-04-15,2.5,,483.0,6.2,-2.7
2004-04-16,5.1,,483.0,5.5,-3.2
2004-04-17,2.5,,483.0,8.5,-3.4
2004-04-18,0.0,,483.0,5.0,-2.6
2004-04-19,2.5,,483.0,5.5,-2.8
2004-04-20,10.2,,559.0,3.3,-2.7
2004-04-21,0.0,,559.0,7.4,-2.5
2004-04-22,2.5,,508.0,15.6,-1.2
2004-04-23,0.0,,508.0,7.1,-2.2
2004-04-24,5.1,,483.0,10.9,-2.8
2004-04-25,0.0,,406.0,13.2,0.0
2004-04-26,0.0,,356.0,17.7,4.2
2004-04-27,0.0,,305.0,13.4,-1.8
2004-04-28,0.0,,279.0,9.6,-2.9
2004-04-29,0.0,,229.0,12.8,1.3
2004-04-30,2.5,,178.0,17.0,4.3
2004-05-01,0.0,,76.0,18.3,6.8
2004-05-02,0.0,,0.0,16.3,5.8
2004-05-03,0.0,,0.0,17.0,3.8
2004-05-04,0.0,,0.0,13.5,0.8
2004-05-05,0.0,,0.0,10.8,0.2
2004-05-06,0.0,,0.0,12.0,0.7
2004-05-07,0.0,,0.0,15.7,4.4
2004-05-08,0.0,,0.0,10.4,0.6
2004-05-09,0.0,,0.0,13.1,-0.8
2004-05-10,0.0,,0.0,12.4,1.6
2004-05-11,10.2,,0.0,3.9,-1.3
2004-05-12,0.0,,0.0,7.7,-3.8
2004-05-13,0.0,,0.0,11.8,-0.7
2004-05-14,5.1,,0.0,13.6,-0.6
2004-05-15,2.5,,0.0,11.5,3.0
2004-05-16,0.0,,0.0,10.9,3.1
2004-05-17,5.1,,0.0,14.6,3.5
2004-05-18,0.0,,0.0,18.4,6.4
2004-05-19,0.0,,0.0,16.8,5.9
2004-05-20,25.4,,0.0,13.1,3.3
2004-05-21,5.1,,0.0,13.3,2.9
2004-05-22,15.2,,0.0,5.7,0.4
2004-05-23,7.6,,0.0,8.4,0.3
2004-05-24,2.5,,0.0,11.3,1.4
2004-05-25,7.6,,0.0,12.6,2.7
2004-05-26,0.0,,0.0,15.0,3.7
2004-05-27,2.5,,0.0,10.4,3.5
2004-05-28,2.5,,0.0,8.2,-0.9
2004-05-29,5.1,,0.0,11.2,-1.3
2004-05-30,0.0,,0.0,11.7,1.3
2004-05-31,0.0,,0.0,11.3,0.5
2004-06-01,0.0,,0.0,13.8,1.7
2004-06-02,0.0,,0.0,17.1,4.5
2004-06-03,0.0,,0.0,22.5,7.5
2004-06-04,0.0,,0.0,23.3,11.4
2004-06-05,2.5,,0.0,14.2,3.2
2004-06-06,2.5,,0.0,13.7,2.1
2004-06-07,2.5,,0.0,8.7,2.6
2004-06-08,0.0,,0.0,15.2,4.0
2004-06-09,2.5,,0.0,13.0,3.6
2004-06-10,2.5,,0.0,9.5,4.1
2004-06-11,0.0,,0.0,9.0,2.4
2004-06-12,0.0,,0.0,9.4,2.3
2004-06-13,0.0,,0.0,13.8,2.1
2004-06-14,0.0,,0.0,13.1,1.0
2004-06-15,0.0,,0.0,15.5,-0.2
2004-06-16,0.0,,0.0,19.0,3.9
2004-06-17,0.0,,0.0,18.0,8.9
2004-06-18,0.0,,0.0,18.5,5.8
2004-06-19,0.0,,0.0,18.1,6.6
2004-06-20,0.0,,0.0,24.7,8.7
2004-06-21,0.0,,0.0,26.3,14.4
2004-06-22,0.0,,0.0,27.0,14.6
2004-06-23,0.0,,0.0,29.6,15.5
2004-06-24,0.0,,0.0,28.7,11.4
2004-06-25,0.0,,0.0,27.1,15.3
2004-06-26,0.0,,0.0,21.1,8.6
2004-06-27,0.0,,0.0,19.9,7.8
2004-06-28,0.0,,0.0,23.2,10.9
2004-06-29,0.0,,0.0,23.8,12.9
2004-06-30,0.0,,0.0,20.7,11.2
2004-07-01,0.0,,0.0,23.4,10.1
2004-07-02,0.0,,0.0,22.4,11.8
2004-07-03,0.0,,0.0,22.0,8.4
2004-07-04,0.0,,0.0,21.4,9.4
2004-07-05,0.0,,0.0,22.4,9.7
2004-07-06,0.0,,0.0,19.0,7.8
2004-07-07,0.0,,0.0,13.8,4.0
2004-07-08,0.0,,0.0,17.7,2.9
2004-07-09,0.0,,0.0,19.4,7.1
2004-07-10,0.0,,0.0,17.6,5.2
2004-07-11,0.0,,0.0,18.5,3.9
2004-07-12,0.0,,0.0,23.2,7.5
2004-07-13,0.0,,0.0,27.1,13.7
2004-07-14,0.0,,0.0,29.5,14.2
2004-07-15,0.0,,0.0,28.8,14.5
2004-07-16,0.0,,0.0,27.5,14.7
2004-07-17,0.0,,0.0,29.6,16.1
2004-07-18,0.0,,0.0,27.5,15.9
2004-07-19,0.0,,0.0,19.7,10.0
2004-07-20,0.0,,0.0,20.6,9.1
2004-07-21,0.0,,0.0,23.3,8.0
2004-07-22,0.0,,0.0,24.4,11.4
2004-07-23,0.0,,0.0,27.1,14.7
2004-07-24,0.0,,0.0,29.5,16.2
2004-07-25,0.0,,0.0,28.9,16.7
2004-07-26,0.0,,0.0,25.6,12.7
2004-07-27,0.0,,0.0,24.0,10.8
2004-07-28,0.0,,0.0,26.8,11.4
2004-07-29,0.0,,0.0,30.1,15.3
2004-07-30,0.0,,0.0,26.4,14.5
2004-07-31,0.0,,0.0,26.8,14.7
2004-08-01,0.0,,0.0,28.7,14.1
2004-08-02,0.0,,0.0,30.0,15.9
2004-08-03,0.0,,0.0,23.3,8.5
2004-08-04,0.0,,0.0,23.8,9.8
2004-08-05,10.2,,0.0,16.0,5.9
2004-08-06,10.2,,0.0,12.3,5.0
2004-08-07,2.5,,0.0,15.6,3.8
2004-08-08,0.0,,0.0,21.6,8.4
2004-08-09,5.1,,0.0,24.8,12.9
2004-08-10,0.0,,0.0,27.1,13.6
2004-08-11,2.5,,0.0,28.9,16.2
2004-08-12,0.0,,0.0,29.6,16.1
2004-08-13,0.0,,0.0,31.7,17.7
2004-08-14,0.0,,0.0,32.7,18.9
2004-08-15,0.0,,0.0,29.7,17.1
2004-08-16,0.0,,0.0,28.7,14.2
2004-08-17,0.0,,0.0,27.5,13.8
2004-08-18,0.0,,0.0,25.9,15.9
2004-08-19,0.0,,0.0,25.3,13.8
2004-08-20,0.0,,0.0,25.5,15.0
2004-08-21,0.0,,0.0,23.3,10.2
2004-08-22,2.5,,0.0,10.7,6.3
2004-08-23,0.0,,0.0,14.6,6.1
2004-08-24,5.1,,0.0,8.6,5.1
2004-08-25,2.5,,0.0,10.7,4.4
2004-08-26,0.0,,0.0,15.4,4.6
2004-08-27,0.0,,0.0,14.8,6.3
2004-08-28,2.5,,0.0,17.9,6.7
2004-08-29,0.0,,0.0,20.0,8.7
2004-08-30,2.5,,0.0,23.7,11.8
2004-08-31,0.0,,0.0,25.5,13.0
2004-09-01,0.0,,0.0,17.8,1.7
2004-09-02,0.0,,0.0,11.7,0.4
2004-09-03,0.0,,0.0,16.4,4.2
2004-09-04,0.0,,0.0,16.9,5.4
2004-09-05,0.0,,0.0,16.1,4.6
2004-09-06,0.0,,0.0,16.9,5.5
2004-09-07,0.0,,0.0,20.5,6.4
2004-09-08,0.0,,0.0,19.3,7.8
2004-09-09,0.0,,0.0,16.8,5.8
2004-09-10,0.0,,0.0,16.1,3.7
2004-09-11,5.1,,0.0,15.2,6.3
2004-09-12,0.0,,0.0,15.9,3.3
2004-09-13,0.0,,0.0,7.1,2.5
2004-09-14,0.0,,0.0,11.3,2.0
2004-09-15,0.0,,0.0,6.7,1.5
2004-09-16,0.0,,0.0,8.0,3.1
2004-09-17,7.6,,0.0,8.7,1.8
2004-09-18,5.1,,0.0,4.3,-0.1
2004-09-19,0.0,,0.0,8.7,0.3
2004-09-20,0.0,,0.0,9.4,-0.9
2004-09-21,0.0,,0.0,13.1,0.9
2004-09-22,5.1,,0.0,14.2,4.5
2004-09-23,0.0,,0.0,13.7,5.4
2004-09-24,0.0,,0.0,17.0,6.2
2004-09-25,0.0,,0.0,19.8,7.6
2004-09-26,0.0,,0.0,21.7,8.8
2004-09-27,2.5,,0.0,22.8,11.0
2004-09-28,0.0,,0.0,22.3,10.8
2004-09-29,0.0,,0.0,16.8,6.2
2004-09-30,0.0,,0.0,12.2,4.0
2004-10-01,2.5,,0.0,15.8,3.0
2004-10-02,0.0,,0.0,18.9,7.0
2004-10-03,0.0,,0.0,18.9,7.2
2004-10-04,0.0,,0.0,17.5,6.2
2004-10-05,0.0,,0.0,17.7,7.6
2004-10-06,0.0,,0.0,14.5,4.7
2004-10-07,0.0,,0.0,12.3,1.4
2004-10-08,5.1,,0.0,12.9,3.7
2004-10-09,2.5,,0.0,7.3,0.3
2004-10-10,2.5,,0.0,10.9,0.8
2004-10-11,0.0,,0.0,9.9,2.0
2004-10-12,0.0,,0.0,13.0,4.5
2004-10-13,0.0,,0.0,19.3,6.3
2004-10-14,0.0,,0.0,19.7,8.1
2004-10-15,0.0,,0.0,11.7,4.3
2004-10-16,0.0,,0.0,7.8,1.3
2004-10-17,38.1,,0.0,4.1,1.1
2004-10-18,0.0,,0.0,3.2,-2.2
2004-10-19,10.2,,0.0,1.1,-0.9
2004-10-20,0.0,,0.0,5.0,-0.6
